,Close
2020-03-02,41.44557571411133
2020-03-03,40.1854362487793
2020-03-04,40.661712646484375
2020-03-05,36.88129425048828
2020-03-06,35.69062423706055
2020-03-09,30.78898811340332
2020-03-10,33.82522964477539
2020-03-11,30.005126953125
2020-03-12,24.881816864013672
2020-03-13,28.912948608398438
2020-03-16,26.70873260498047
2020-03-17,27.90020751953125
2020-03-18,25.606626510620117
2020-03-19,25.26904296875
2020-03-20,22.131513595581055
2020-03-23,21.505990982055664
2020-03-24,22.81660270690918
2020-03-25,25.844919204711914
2020-03-26,29.022165298461914
2020-03-27,26.500225067138672
2020-03-30,27.4732608795166
2020-03-31,26.48036766052246
2020-04-01,24.683238983154297
2020-04-02,24.325794219970703
2020-04-03,24.673307418823242
2020-04-06,27.14560317993164
2020-04-07,26.430727005004883
2020-04-08,27.691694259643555
2020-04-09,29.230670928955078
2020-04-13,27.244895935058594
2020-04-14,27.254825592041016
2020-04-15,25.705913543701172
2020-04-16,24.554162979125977
2020-04-17,27.552688598632812
2020-04-20,26.48036766052246
2020-04-21,25.964065551757812
2020-04-22,26.420795440673828
2020-04-23,27.622194290161133
2020-04-24,26.837812423706055
2020-04-27,27.959775924682617
2020-04-28,28.813661575317383
2020-04-29,29.806550979614258
2020-04-30,26.17257308959961
2020-05-01,26.0335693359375
2020-05-04,25.457691192626953
2020-05-05,25.120105743408203
2020-05-06,24.891738891601562
2020-05-07,25.497407913208008
2020-05-08,27.105886459350586
2020-05-11,25.636409759521484
2020-05-12,24.663381576538086
2020-05-13,23.213756561279297
2020-05-14,23.7995662689209
2020-05-15,24.02793312072754
2020-05-18,26.996667861938477
2020-05-19,26.301647186279297
2020-05-20,27.135677337646484
2020-05-21,26.758378982543945
2020-05-22,26.71865463256836
2020-05-26,29.806550979614258
2020-05-27,31.226377487182617
2020-05-28,30.799440383911133
2020-05-29,30.749794006347656
2020-06-01,31.32567024230957
2020-06-02,31.67318344116211
2020-06-03,34.49299621582031
2020-06-04,36.70713806152344
2020-06-05,38.84183883666992
2020-06-08,40.26168441772461
2020-06-09,38.236175537109375
2020-06-10,35.108577728271484
2020-06-11,31.422870635986328
2020-06-12,33.926368713378906
2020-06-15,33.61840057373047
2020-06-16,34.750938415527344
2020-06-17,34.36349105834961
2020-06-18,34.78072738647461
2020-06-19,34.28402328491211
2020-06-22,33.86676788330078
2020-06-23,33.75749588012695
2020-06-24,32.217647552490234
2020-06-25,32.78390121459961
2020-06-26,31.651365280151367
2020-06-29,33.151485443115234
2020-06-30,32.69449234008789
2020-07-01,31.710979461669922
2020-07-02,32.23749923706055
2020-07-06,33.002464294433594
2020-07-07,31.283788681030273
2020-07-08,31.50235366821289
2020-07-09,29.932693481445312
2020-07-10,30.856605529785156
2020-07-13,31.820247650146484
2020-07-14,32.39645767211914
2020-07-15,33.439579010009766
2020-07-16,33.29056930541992
2020-07-17,33.22102737426758
2020-07-20,32.77396774291992
2020-07-21,33.78729248046875
2020-07-22,34.12505340576172
2020-07-23,34.383358001708984
2020-07-24,34.12505340576172
2020-07-27,33.956180572509766
2020-07-28,33.976043701171875
2020-07-29,34.04558181762695
2020-07-30,34.909889221191406
2020-07-31,34.71119689941406
2020-08-03,35.66490173339844
2020-08-04,35.67485427856445
2020-08-05,36.260986328125
2020-08-06,36.787513732910156
2020-08-07,37.33391189575195
2020-08-10,38.60553741455078
2020-08-11,38.42671203613281
2020-08-12,37.939918518066406
2020-08-13,37.1451530456543
2020-08-14,38.23795700073242
2020-08-17,37.59220504760742
2020-08-18,36.99613952636719
2020-08-19,37.463069915771484
2020-08-20,37.17496109008789
2020-08-21,37.353782653808594
2020-08-24,39.03271484375
2020-08-25,38.406837463378906
2020-08-26,38.57572937011719
2020-08-27,39.0625114440918
2020-08-28,39.70825958251953
2020-08-31,39.171791076660156
2020-09-01,39.14198684692383
2020-09-02,40.34407424926758
2020-09-03,38.754547119140625
2020-09-04,38.685001373291016
2020-09-08,38.01939392089844
2020-09-09,38.277687072753906
2020-09-10,38.287628173828125
2020-09-11,38.506309509277344
2020-09-14,39.092742919921875
2020-09-15,38.83431625366211
2020-09-16,39.371055603027344
2020-09-17,38.87407684326172
2020-09-18,37.42287826538086
2020-09-21,35.45481491088867
2020-09-22,35.38523864746094
2020-09-23,34.59006881713867
2020-09-24,34.47079849243164
2020-09-25,35.05723190307617
2020-09-28,36.587947845458984
2020-09-29,36.54819107055664
2020-09-30,35.87229537963867
2020-10-01,34.89820098876953
2020-10-02,35.5045166015625
2020-10-05,36.180419921875
2020-10-06,35.5045166015625
2020-10-07,36.22017288208008
2020-10-08,36.79667282104492
2020-10-09,36.538246154785156
2020-10-12,36.6475830078125
2020-10-13,35.77289581298828
2020-10-14,35.77289581298828
2020-10-15,36.12077713012695
2020-10-16,36.05120086669922
2020-10-19,35.27591323852539
2020-10-20,34.76898193359375
2020-10-21,34.32170104980469
2020-10-22,34.64971160888672
2020-10-23,34.977725982666016
2020-10-26,33.80484390258789
2020-10-27,32.7512321472168
2020-10-28,31.896413803100586
2020-10-29,33.864471435546875
2020-10-30,35.58403778076172
2020-11-02,37.492454528808594
2020-11-03,39.20207977294922
2020-11-04,37.830413818359375
2020-11-05,38.53611373901367
2020-11-06,38.59575653076172
2020-11-09,42.23368835449219
2020-11-10,43.62523651123047
2020-11-11,41.5975341796875
2020-11-12,41.29935073852539
2020-11-13,43.26740264892578
2020-11-16,45.483951568603516
2020-11-17,45.324913024902344
2020-11-18,45.732444763183594
2020-11-19,45.17582702636719
2020-11-20,44.53968811035156
2020-11-23,46.18967819213867
