,Close
2020-03-02,39.21220397949219
2020-03-03,38.32807159423828
2020-03-04,39.37150955200195
2020-03-05,37.99353790283203
2020-03-06,36.10580825805664
2020-03-09,27.137104034423828
2020-03-10,27.782278060913086
2020-03-11,25.93437385559082
2020-03-12,22.461589813232422
2020-03-13,24.994487762451172
2020-03-16,20.772985458374023
2020-03-17,20.908390045166016
2020-03-18,18.056884765625
2020-03-19,20.382694244384766
2020-03-20,21.378337860107422
2020-03-23,19.554323196411133
2020-03-24,24.484724044799805
2020-03-25,24.64402961730957
2020-03-26,25.560014724731445
2020-03-27,23.297922134399414
2020-03-30,23.329784393310547
2020-03-31,24.532514572143555
2020-04-01,23.59263801574707
2020-04-02,26.969839096069336
2020-04-03,26.21315574645996
2020-04-06,26.125537872314453
2020-04-07,26.49989128112793
2020-04-08,28.41948699951172
2020-04-09,27.66279411315918
2020-04-13,27.320301055908203
2020-04-14,27.14506721496582
2020-04-15,25.647628784179688
2020-04-16,24.747568130493164
2020-04-17,28.084957122802734
2020-04-20,27.535362243652344
2020-04-21,26.43617057800293
2020-04-22,27.86193084716797
2020-04-23,28.817737579345703
2020-04-24,28.746051788330078
2020-04-27,29.59035873413086
2020-04-28,30.64971923828125
2020-04-29,33.620697021484375
2020-04-30,33.5330810546875
2020-05-01,31.1754093170166
2020-05-04,32.14714813232422
2020-05-05,32.59320068359375
2020-05-06,32.250701904296875
2020-05-07,33.787967681884766
2020-05-08,34.65679168701172
2020-05-11,34.00516891479492
2020-05-12,33.4500846862793
2020-05-13,32.09052658081055
2020-05-14,32.12269973754883
2020-05-15,32.878902435302734
2020-05-18,35.07511901855469
2020-05-19,34.326961517333984
2020-05-20,35.51758575439453
2020-05-21,35.171653747558594
2020-05-22,34.81769561767578
2020-05-26,35.13143539428711
2020-05-27,35.93590545654297
2020-05-28,34.600486755371094
2020-05-29,33.93277359008789
2020-06-01,34.90618133544922
2020-06-02,35.55781173706055
2020-06-03,36.297916412353516
2020-06-04,35.96809768676758
2020-06-05,39.089454650878906
2020-06-08,40.4731559753418
2020-06-09,39.12163162231445
2020-06-10,36.9334716796875
2020-06-11,33.88450241088867
2020-06-12,35.17970275878906
2020-06-15,34.874000549316406
2020-06-16,36.289886474609375
2020-06-17,35.41299057006836
2020-06-18,35.758934020996094
2020-06-19,35.15557861328125
2020-06-22,35.042945861816406
2020-06-23,35.24406433105469
2020-06-24,32.9754524230957
2020-06-25,33.83624267578125
2020-06-26,32.46058654785156
2020-06-29,33.22483444213867
2020-06-30,33.80406188964844
2020-07-01,32.774322509765625
2020-07-02,33.61098098754883
2020-07-06,33.490299224853516
2020-07-07,32.693870544433594
2020-07-08,33.01566696166992
2020-07-09,30.851625442504883
2020-07-10,31.929622650146484
2020-07-13,31.90549659729004
2020-07-14,33.232879638671875
2020-07-15,33.482261657714844
2020-07-16,33.45813751220703
2020-07-17,32.47477722167969
2020-07-20,31.962797164916992
2020-07-21,33.856346130371094
2020-07-22,33.23057174682617
2020-07-23,32.88112258911133
2020-07-24,32.734840393066406
2020-07-27,32.320369720458984
2020-07-28,31.662099838256836
2020-07-29,32.45853042602539
2020-07-30,30.58935546875
2020-07-31,30.386184692382812
2020-08-03,29.833566665649414
2020-08-04,30.58935546875
2020-08-05,30.898181915283203
2020-08-06,30.922565460205078
2020-08-07,31.125722885131836
2020-08-10,32.21472930908203
2020-08-11,32.271602630615234
2020-08-12,33.856346130371094
2020-08-13,33.019283294677734
2020-08-14,33.1736946105957
2020-08-17,33.07616424560547
2020-08-18,32.77547836303711
2020-08-19,32.22284698486328
2020-08-20,31.5076961517334
2020-08-21,31.011960983276367
2020-08-24,31.58896255493164
2020-08-25,31.57269859313965
2020-08-26,30.524343490600586
2020-08-27,31.003829956054688
2020-08-28,31.19074249267578
2020-08-31,30.79252815246582
2020-09-01,30.19927215576172
2020-09-02,29.56538200378418
2020-09-03,29.248437881469727
2020-09-04,29.142791748046875
2020-09-08,27.679960250854492
2020-09-09,28.005027770996094
2020-09-10,26.75349998474121
2020-09-11,26.907913208007812
2020-09-14,27.241111755371094
2020-09-15,27.468652725219727
2020-09-16,28.50889778137207
2020-09-17,29.329702377319336
2020-09-18,29.15091896057129
2020-09-21,27.92375946044922
2020-09-22,27.875001907348633
2020-09-23,26.75349998474121
2020-09-24,27.306119918823242
2020-09-25,27.387392044067383
2020-09-28,27.39551544189453
2020-09-29,26.379669189453125
2020-09-30,26.68848991394043
2020-10-01,26.35528564453125
2020-10-02,26.875402450561523
2020-10-05,27.85874366760254
2020-10-06,27.062314987182617
2020-10-07,27.899381637573242
2020-10-08,28.874597549438477
2020-10-09,28.549528121948242
2020-10-12,28.923362731933594
2020-10-13,28.346357345581055
2020-10-14,28.061920166015625
2020-10-15,28.768945693969727
2020-10-16,27.7817440032959
2020-10-19,26.9014835357666
2020-10-20,26.802753448486328
2020-10-21,25.206764221191406
2020-10-22,26.251564025878906
2020-10-23,26.769853591918945
2020-10-26,24.943513870239258
2020-10-27,24.89415168762207
2020-10-28,23.6848201751709
2020-10-29,23.989212036132812
2020-10-30,23.544963836669922
2020-11-02,24.86947250366211
2020-11-03,24.112611770629883
2020-11-04,24.992870330810547
2020-11-05,24.778976440429688
2020-11-06,24.013891220092773
2020-11-09,27.46089744567871
2020-11-10,29.229646682739258
2020-11-11,29.023975372314453
2020-11-12,27.979183197021484
2020-11-13,29.089797973632812
2020-11-16,31.327476501464844
2020-11-17,31.960926055908203
2020-11-18,32.23241424560547
2020-11-19,32.47098922729492
2020-11-20,32.61906814575195
2020-11-23,35.13645553588867
2020-11-24,36.535011291503906
2020-11-25,35.89332580566406
2020-11-27,35.19404220581055
2020-11-30,32.54502868652344
2020-12-01,32.30644989013672
2020-12-02,32.882328033447266
2020-12-03,33.89422607421875
2020-12-04,36.41982650756836
2020-12-07,35.226959228515625
2020-12-08,35.11177444458008
2020-12-09,35.128231048583984
2020-12-10,36.19770812988281
2020-12-11,35.76992416381836
2020-12-14,34.81561279296875
2020-12-15,35.210506439208984
2020-12-16,34.81561279296875
2020-12-17,34.527687072753906
2020-12-18,33.71323013305664
2020-12-21,33.10444259643555
